,event_uuid,teammate,actor,keeper,location_x,location_y,teammate_category,actor_category,keeper_category,goal,marker_size
6935606,bb0683f2-b89d-4a9a-b829-9aebd0fd3fcf,False,False,False,112.72283466382974,43.59926395777172,opponent,non-actor,player,Yes,10
6935607,bb0683f2-b89d-4a9a-b829-9aebd0fd3fcf,False,False,False,113.07971442835867,37.36707921552827,opponent,non-actor,player,Yes,10
6935608,bb0683f2-b89d-4a9a-b829-9aebd0fd3fcf,True,False,False,113.31805421334568,36.54649021421841,teammate,non-actor,player,Yes,10
6935609,bb0683f2-b89d-4a9a-b829-9aebd0fd3fcf,False,False,False,114.04055086264526,37.62437786611053,opponent,non-actor,player,Yes,10
6935610,bb0683f2-b89d-4a9a-b829-9aebd0fd3fcf,False,False,False,114.15260408642881,21.20735423752857,opponent,non-actor,player,Yes,10
6935611,bb0683f2-b89d-4a9a-b829-9aebd0fd3fcf,False,False,False,114.36656327821848,38.9899774097915,opponent,non-actor,player,Yes,10
6935612,bb0683f2-b89d-4a9a-b829-9aebd0fd3fcf,False,False,False,114.49084810852261,29.532445889413015,opponent,non-actor,player,Yes,10
6935613,bb0683f2-b89d-4a9a-b829-9aebd0fd3fcf,True,False,False,114.88338750843207,44.61686754688984,teammate,non-actor,player,Yes,10
6935614,bb0683f2-b89d-4a9a-b829-9aebd0fd3fcf,True,False,False,115.22960572208036,34.25082482181503,teammate,non-actor,player,Yes,10
6935615,bb0683f2-b89d-4a9a-b829-9aebd0fd3fcf,False,False,False,115.29189606776347,33.161797666259844,opponent,non-actor,player,Yes,10
6935616,bb0683f2-b89d-4a9a-b829-9aebd0fd3fcf,True,False,False,115.90439132043831,25.72285808157195,teammate,non-actor,player,Yes,10
6935617,bb0683f2-b89d-4a9a-b829-9aebd0fd3fcf,True,True,False,116.69999694824219,40.20000076293945,teammate,actor,player,Yes,30
6935618,bb0683f2-b89d-4a9a-b829-9aebd0fd3fcf,True,False,False,117.16559547404565,4.033813577884182,teammate,non-actor,player,Yes,10
6935619,bb0683f2-b89d-4a9a-b829-9aebd0fd3fcf,False,False,False,117.4211967450669,41.113881665811526,opponent,non-actor,player,Yes,10
6935620,bb0683f2-b89d-4a9a-b829-9aebd0fd3fcf,False,False,True,118.09064328765643,39.188494721356754,opponent,non-actor,keeper,Yes,10
6939503,53cb3e4f-bd44-4686-a829-e53e432a9b60,True,False,False,95.77528737900376,49.72343806017807,teammate,non-actor,player,No,10
6939504,53cb3e4f-bd44-4686-a829-e53e432a9b60,True,False,False,96.9869914977287,36.207671961080315,teammate,non-actor,player,No,10
6939505,53cb3e4f-bd44-4686-a829-e53e432a9b60,False,False,False,103.8725703177559,44.065474117989524,opponent,non-actor,player,No,10
6939506,53cb3e4f-bd44-4686-a829-e53e432a9b60,False,False,False,105.49551478531447,17.98664765496481,opponent,non-actor,player,No,10
6939507,53cb3e4f-bd44-4686-a829-e53e432a9b60,True,False,False,110.50868314544961,4.95982830646318,teammate,non-actor,player,No,10
6939508,53cb3e4f-bd44-4686-a829-e53e432a9b60,False,False,False,110.85025076728155,47.32280656234664,opponent,non-actor,player,No,10
6939509,53cb3e4f-bd44-4686-a829-e53e432a9b60,False,False,False,110.91465166956948,42.36504204500117,opponent,non-actor,player,No,10
6939510,53cb3e4f-bd44-4686-a829-e53e432a9b60,True,False,False,111.70583716113113,40.08198841148082,teammate,non-actor,player,No,10
6939511,53cb3e4f-bd44-4686-a829-e53e432a9b60,True,True,False,112.0,40.0,teammate,actor,player,No,30
6939512,53cb3e4f-bd44-4686-a829-e53e432a9b60,True,False,False,112.07084972064094,36.3713321559024,teammate,non-actor,player,No,10
6939513,53cb3e4f-bd44-4686-a829-e53e432a9b60,False,False,False,112.35567212849662,38.90227301899468,opponent,non-actor,player,No,10
6939514,53cb3e4f-bd44-4686-a829-e53e432a9b60,False,False,False,112.77000808599928,36.43783073669172,opponent,non-actor,player,No,10
6939515,53cb3e4f-bd44-4686-a829-e53e432a9b60,False,False,False,113.1901263577266,34.30967097558096,opponent,non-actor,player,No,10
6939516,53cb3e4f-bd44-4686-a829-e53e432a9b60,False,False,False,113.38409667555251,28.768653722945302,opponent,non-actor,player,No,10
6939517,53cb3e4f-bd44-4686-a829-e53e432a9b60,False,False,False,113.92395926613612,39.455817233065005,opponent,non-actor,player,No,10
6939518,53cb3e4f-bd44-4686-a829-e53e432a9b60,True,False,False,114.73954285688492,37.79375138072916,teammate,non-actor,player,No,10
6939519,53cb3e4f-bd44-4686-a829-e53e432a9b60,False,False,False,114.74577936665378,44.492911673080926,opponent,non-actor,player,No,10
6939520,53cb3e4f-bd44-4686-a829-e53e432a9b60,True,False,False,114.99223220914048,48.09107142777259,teammate,non-actor,player,No,10
6939521,53cb3e4f-bd44-4686-a829-e53e432a9b60,True,False,False,115.79246421498506,5.904739625629389,teammate,non-actor,player,No,10
6939522,53cb3e4f-bd44-4686-a829-e53e432a9b60,False,False,True,118.62424110568881,41.64945701248746,opponent,non-actor,keeper,No,10
6954023,400df02b-7a5f-4fbc-becb-79c7cc13944c,True,True,False,92.5,49.5,teammate,actor,player,No,30
6954024,400df02b-7a5f-4fbc-becb-79c7cc13944c,False,False,False,92.73713095249782,42.20880842731353,opponent,non-actor,player,No,10
6954025,400df02b-7a5f-4fbc-becb-79c7cc13944c,False,False,False,92.80433717787211,45.73503746046731,opponent,non-actor,player,No,10
6954026,400df02b-7a5f-4fbc-becb-79c7cc13944c,True,False,False,97.15292932638049,63.268306275596785,teammate,non-actor,player,No,10
6954027,400df02b-7a5f-4fbc-becb-79c7cc13944c,True,False,False,97.45929083079518,19.562369601253828,teammate,non-actor,player,No,10
6954028,400df02b-7a5f-4fbc-becb-79c7cc13944c,False,False,False,98.52862408582055,44.581942347807015,opponent,non-actor,player,No,10
6954029,400df02b-7a5f-4fbc-becb-79c7cc13944c,True,False,False,99.30403853208757,48.09336418514858,teammate,non-actor,player,No,10
6954030,400df02b-7a5f-4fbc-becb-79c7cc13944c,False,False,False,100.69618844345091,53.369043254113365,opponent,non-actor,player,No,10
6954031,400df02b-7a5f-4fbc-becb-79c7cc13944c,True,False,False,101.45370657350017,39.02426716934029,teammate,non-actor,player,No,10
6954032,400df02b-7a5f-4fbc-becb-79c7cc13944c,False,False,False,102.03718554224807,27.146152868235497,opponent,non-actor,player,No,10
6954033,400df02b-7a5f-4fbc-becb-79c7cc13944c,False,False,False,102.06248094229825,45.0121583968619,opponent,non-actor,player,No,10
6954034,400df02b-7a5f-4fbc-becb-79c7cc13944c,False,False,False,102.4116371271944,39.34469875194928,opponent,non-actor,player,No,10
6969165,8897f313-e514-431b-8685-dfdac867f669,False,False,False,84.41859182872273,38.673726920822524,opponent,non-actor,player,No,10
6969166,8897f313-e514-431b-8685-dfdac867f669,True,False,False,86.8390307359195,48.57669074603643,teammate,non-actor,player,No,10
6969167,8897f313-e514-431b-8685-dfdac867f669,True,True,False,91.4000015258789,38.0,teammate,actor,player,No,30
6969168,8897f313-e514-431b-8685-dfdac867f669,True,False,False,91.76231906678461,20.83492101629223,teammate,non-actor,player,No,10
6969169,8897f313-e514-431b-8685-dfdac867f669,True,False,False,92.86311754261821,42.61317709548471,teammate,non-actor,player,No,10
6969170,8897f313-e514-431b-8685-dfdac867f669,False,False,False,93.53392863374248,31.770131197577,opponent,non-actor,player,No,10
6969171,8897f313-e514-431b-8685-dfdac867f669,False,False,False,93.93675315226011,49.36150187185359,opponent,non-actor,player,No,10
6969172,8897f313-e514-431b-8685-dfdac867f669,False,False,False,94.44420549103417,40.80006532207227,opponent,non-actor,player,No,10
6969173,8897f313-e514-431b-8685-dfdac867f669,True,False,False,95.84546149777502,62.94295808804426,teammate,non-actor,player,No,10
6969174,8897f313-e514-431b-8685-dfdac867f669,False,False,False,97.13218249069814,26.616677287299762,opponent,non-actor,player,No,10
6969175,8897f313-e514-431b-8685-dfdac867f669,False,False,False,100.74927913401517,52.31606923907135,opponent,non-actor,player,No,10
6969176,8897f313-e514-431b-8685-dfdac867f669,True,False,False,102.25346250754663,44.62647654731442,teammate,non-actor,player,No,10
6969177,8897f313-e514-431b-8685-dfdac867f669,False,False,False,103.13043422681862,42.25835135911213,opponent,non-actor,player,No,10
6969178,8897f313-e514-431b-8685-dfdac867f669,False,False,False,103.57709740084168,38.53505626719799,opponent,non-actor,player,No,10
6969179,8897f313-e514-431b-8685-dfdac867f669,False,False,False,103.72537505523724,53.257430480979075,opponent,non-actor,player,No,10
6969180,8897f313-e514-431b-8685-dfdac867f669,True,False,False,103.73046229733798,72.68970144913945,teammate,non-actor,player,No,10
6969181,8897f313-e514-431b-8685-dfdac867f669,False,False,False,103.98437477681692,34.72406565985373,opponent,non-actor,player,No,10
6969182,8897f313-e514-431b-8685-dfdac867f669,True,False,False,104.29844359042286,38.05575549240689,teammate,non-actor,player,No,10
6969183,8897f313-e514-431b-8685-dfdac867f669,False,False,True,117.99216023104742,39.715952137140356,opponent,non-actor,keeper,No,10
6976417,7be80a90-2cb3-41e8-a7ba-cf6f68299ed0,True,False,False,96.5012868486747,52.11908350729275,teammate,non-actor,player,No,10
6976418,7be80a90-2cb3-41e8-a7ba-cf6f68299ed0,True,False,False,98.82561213027196,40.308227000429234,teammate,non-actor,player,No,10
6976419,7be80a90-2cb3-41e8-a7ba-cf6f68299ed0,False,False,False,102.93271243646237,50.98417855196565,opponent,non-actor,player,No,10
6976420,7be80a90-2cb3-41e8-a7ba-cf6f68299ed0,False,False,False,106.14494767835626,41.70338940345182,opponent,non-actor,player,No,10
6976421,7be80a90-2cb3-41e8-a7ba-cf6f68299ed0,True,False,False,110.02102997646266,38.91201259713494,teammate,non-actor,player,No,10
6976422,7be80a90-2cb3-41e8-a7ba-cf6f68299ed0,False,False,False,110.77240545874011,40.03940184779392,opponent,non-actor,player,No,10
6976423,7be80a90-2cb3-41e8-a7ba-cf6f68299ed0,True,True,False,110.9000015258789,43.0,teammate,actor,player,No,30
6976424,7be80a90-2cb3-41e8-a7ba-cf6f68299ed0,True,False,False,111.2589768663936,42.73928172620357,teammate,non-actor,player,No,10
6976425,7be80a90-2cb3-41e8-a7ba-cf6f68299ed0,False,False,False,111.27753110601145,43.74039571635898,opponent,non-actor,player,No,10
6976426,7be80a90-2cb3-41e8-a7ba-cf6f68299ed0,True,False,False,111.3483452578794,41.5327020369788,teammate,non-actor,player,No,10
6976427,7be80a90-2cb3-41e8-a7ba-cf6f68299ed0,False,False,False,111.39706268224379,35.964379508328996,opponent,non-actor,player,No,10
6976428,7be80a90-2cb3-41e8-a7ba-cf6f68299ed0,False,False,False,112.06280611985008,40.89036039875371,opponent,non-actor,player,No,10
6976429,7be80a90-2cb3-41e8-a7ba-cf6f68299ed0,True,False,False,113.56923326262287,40.1571740637936,teammate,non-actor,player,No,10
6976430,7be80a90-2cb3-41e8-a7ba-cf6f68299ed0,False,False,False,113.77957283853195,40.423934522638554,opponent,non-actor,player,No,10
6976431,7be80a90-2cb3-41e8-a7ba-cf6f68299ed0,False,False,False,115.32979220083968,36.16180230805556,opponent,non-actor,player,No,10
6976432,7be80a90-2cb3-41e8-a7ba-cf6f68299ed0,True,False,False,116.76007180229598,6.77647871796448,teammate,non-actor,player,No,10
6976433,7be80a90-2cb3-41e8-a7ba-cf6f68299ed0,False,False,True,117.56093395637595,42.357005216822024,opponent,non-actor,keeper,No,10
6976743,50dfacbc-1974-40c1-905f-054c74af70bd,True,False,False,87.88085157350623,24.533275828902582,teammate,non-actor,player,No,10
6976744,50dfacbc-1974-40c1-905f-054c74af70bd,True,True,False,95.30000305175781,31.0,teammate,actor,player,No,30
6976745,50dfacbc-1974-40c1-905f-054c74af70bd,True,False,False,96.3811041635204,50.27735420217519,teammate,non-actor,player,No,10
6976746,50dfacbc-1974-40c1-905f-054c74af70bd,False,False,False,97.65945571558291,28.49166147838517,opponent,non-actor,player,No,10
6976747,50dfacbc-1974-40c1-905f-054c74af70bd,False,False,False,98.35586130424461,36.93325609083596,opponent,non-actor,player,No,10
6976748,50dfacbc-1974-40c1-905f-054c74af70bd,False,False,False,102.84615133660073,47.81059661406614,opponent,non-actor,player,No,10
6976749,50dfacbc-1974-40c1-905f-054c74af70bd,False,False,False,104.25694805692989,33.4182818417503,opponent,non-actor,player,No,10
6976750,50dfacbc-1974-40c1-905f-054c74af70bd,True,False,False,107.25617001266436,8.485393348254803,teammate,non-actor,player,No,10
6976751,50dfacbc-1974-40c1-905f-054c74af70bd,True,False,False,108.49066160493716,43.18816072800497,teammate,non-actor,player,No,10
6976752,50dfacbc-1974-40c1-905f-054c74af70bd,True,False,False,108.56709953229624,40.41633469078371,teammate,non-actor,player,No,10
6976753,50dfacbc-1974-40c1-905f-054c74af70bd,False,False,False,108.6496836982374,38.88857867006506,opponent,non-actor,player,No,10
6976754,50dfacbc-1974-40c1-905f-054c74af70bd,True,False,False,109.80694793133806,36.01792025323847,teammate,non-actor,player,No,10
6976755,50dfacbc-1974-40c1-905f-054c74af70bd,False,False,False,110.32368714523749,35.61851465844725,opponent,non-actor,player,No,10
6976756,50dfacbc-1974-40c1-905f-054c74af70bd,False,False,False,111.17084215954257,37.73894243972504,opponent,non-actor,player,No,10
6976757,50dfacbc-1974-40c1-905f-054c74af70bd,True,False,False,111.67285695886466,39.2761719878699,teammate,non-actor,player,No,10
6976758,50dfacbc-1974-40c1-905f-054c74af70bd,False,False,False,111.75087226984262,35.38020747527277,opponent,non-actor,player,No,10
6976759,50dfacbc-1974-40c1-905f-054c74af70bd,False,False,False,112.7165781327128,43.02855176955519,opponent,non-actor,player,No,10
6976760,50dfacbc-1974-40c1-905f-054c74af70bd,False,False,False,113.0570153720159,32.82859353812978,opponent,non-actor,player,No,10
6976761,50dfacbc-1974-40c1-905f-054c74af70bd,True,False,False,115.50719455715644,42.17185802211979,teammate,non-actor,player,No,10
6976762,50dfacbc-1974-40c1-905f-054c74af70bd,True,False,False,115.52099681073649,36.802238156081955,teammate,non-actor,player,No,10
6976763,50dfacbc-1974-40c1-905f-054c74af70bd,False,False,True,118.5805579865079,39.50489957848935,opponent,non-actor,keeper,No,10
6977458,a9b15e3a-c2fd-45aa-85f4-6784131a9a7a,True,False,False,91.07789084790716,33.714232989046806,teammate,non-actor,player,No,10
6977459,a9b15e3a-c2fd-45aa-85f4-6784131a9a7a,False,False,False,97.22677411554442,31.741323127062415,opponent,non-actor,player,No,10
6977460,a9b15e3a-c2fd-45aa-85f4-6784131a9a7a,True,False,False,97.41008625786374,46.458025199326315,teammate,non-actor,player,No,10
6977461,a9b15e3a-c2fd-45aa-85f4-6784131a9a7a,True,True,False,98.5999984741211,53.70000076293945,teammate,actor,player,No,30
6977462,a9b15e3a-c2fd-45aa-85f4-6784131a9a7a,False,False,False,99.32195060526145,46.40509499192186,opponent,non-actor,player,No,10
6977463,a9b15e3a-c2fd-45aa-85f4-6784131a9a7a,False,False,False,101.26745633503583,54.55660627862944,opponent,non-actor,player,No,10
6977464,a9b15e3a-c2fd-45aa-85f4-6784131a9a7a,True,False,False,102.95728859439605,37.17644092941875,teammate,non-actor,player,No,10
6977465,a9b15e3a-c2fd-45aa-85f4-6784131a9a7a,False,False,False,103.21782907735893,45.90091086237585,opponent,non-actor,player,No,10
6977466,a9b15e3a-c2fd-45aa-85f4-6784131a9a7a,True,False,False,103.37670625701188,21.96396072009601,teammate,non-actor,player,No,10
6977467,a9b15e3a-c2fd-45aa-85f4-6784131a9a7a,False,False,False,103.9323311999433,50.1073719922829,opponent,non-actor,player,No,10
6977468,a9b15e3a-c2fd-45aa-85f4-6784131a9a7a,True,False,False,106.58447782597655,43.84365069933378,teammate,non-actor,player,No,10
6977469,a9b15e3a-c2fd-45aa-85f4-6784131a9a7a,False,False,False,107.0467921020739,58.450657322142575,opponent,non-actor,player,No,10
6977470,a9b15e3a-c2fd-45aa-85f4-6784131a9a7a,True,False,False,107.07495879368409,63.33721300402199,teammate,non-actor,player,No,10
6977471,a9b15e3a-c2fd-45aa-85f4-6784131a9a7a,False,False,False,108.82958285826795,43.82401481815138,opponent,non-actor,player,No,10
6977472,a9b15e3a-c2fd-45aa-85f4-6784131a9a7a,False,False,False,108.94978143446762,35.303798241108936,opponent,non-actor,player,No,10
6977473,a9b15e3a-c2fd-45aa-85f4-6784131a9a7a,False,False,True,117.99111100697984,41.61284657044315,opponent,non-actor,keeper,No,10
6986726,2729e9de-1c2f-4d34-a12d-513624ef4a51,True,False,False,91.40449406164595,49.42158198147071,teammate,non-actor,player,No,10
6986727,2729e9de-1c2f-4d34-a12d-513624ef4a51,False,False,False,93.89205392070815,22.61149508145582,opponent,non-actor,player,No,10
6986728,2729e9de-1c2f-4d34-a12d-513624ef4a51,False,False,False,97.59630344185382,36.96530283012977,opponent,non-actor,player,No,10
6986729,2729e9de-1c2f-4d34-a12d-513624ef4a51,False,False,False,98.17817369785723,11.986480386011742,opponent,non-actor,player,No,10
6986730,2729e9de-1c2f-4d34-a12d-513624ef4a51,False,False,False,102.69168643187226,44.6420246396882,opponent,non-actor,player,No,10
6986731,2729e9de-1c2f-4d34-a12d-513624ef4a51,True,False,False,103.85892974971347,34.66200618539204,teammate,non-actor,player,No,10
6986732,2729e9de-1c2f-4d34-a12d-513624ef4a51,True,False,False,105.78871996489042,46.17233676042682,teammate,non-actor,player,No,10
6986733,2729e9de-1c2f-4d34-a12d-513624ef4a51,True,False,False,108.3850440526962,47.72581076407092,teammate,non-actor,player,No,10
6986734,2729e9de-1c2f-4d34-a12d-513624ef4a51,False,False,False,108.43420372191125,43.85321072628733,opponent,non-actor,player,No,10
6986735,2729e9de-1c2f-4d34-a12d-513624ef4a51,False,False,False,108.53679304901617,31.10913380258364,opponent,non-actor,player,No,10
6986736,2729e9de-1c2f-4d34-a12d-513624ef4a51,False,False,False,110.97213710294714,43.94935913511115,opponent,non-actor,player,No,10
6986737,2729e9de-1c2f-4d34-a12d-513624ef4a51,True,False,False,111.95957979868001,42.32689548179449,teammate,non-actor,player,No,10
6986738,2729e9de-1c2f-4d34-a12d-513624ef4a51,False,False,False,112.06665666751496,19.32468037940263,opponent,non-actor,player,No,10
6986739,2729e9de-1c2f-4d34-a12d-513624ef4a51,False,False,False,112.23012435197184,36.21266240989213,opponent,non-actor,player,No,10
6986740,2729e9de-1c2f-4d34-a12d-513624ef4a51,True,True,False,112.30000305175781,35.20000076293945,teammate,actor,player,No,30
6986741,2729e9de-1c2f-4d34-a12d-513624ef4a51,True,False,False,112.68849708794387,14.91121204947908,teammate,non-actor,player,No,10
6986742,2729e9de-1c2f-4d34-a12d-513624ef4a51,False,False,True,119.10290854528171,37.929881534438906,opponent,non-actor,keeper,No,10
6996755,e5bbb864-3d34-4039-b702-721e4f903890,True,False,False,92.48147792579115,34.842752437503094,teammate,non-actor,player,No,10
6996756,e5bbb864-3d34-4039-b702-721e4f903890,True,False,False,97.67061433208968,45.7282001707832,teammate,non-actor,player,No,10
6996757,e5bbb864-3d34-4039-b702-721e4f903890,True,False,False,99.30952755288352,26.331435340850604,teammate,non-actor,player,No,10
6996758,e5bbb864-3d34-4039-b702-721e4f903890,False,False,False,101.30632638492665,37.69945616972152,opponent,non-actor,player,No,10
6996759,e5bbb864-3d34-4039-b702-721e4f903890,False,False,False,103.42111209656503,34.07011819913908,opponent,non-actor,player,No,10
6996760,e5bbb864-3d34-4039-b702-721e4f903890,False,False,False,103.51150690321367,45.80532173514683,opponent,non-actor,player,No,10
6996761,e5bbb864-3d34-4039-b702-721e4f903890,False,False,False,110.66315213207224,34.36370398152673,opponent,non-actor,player,No,10
6996762,e5bbb864-3d34-4039-b702-721e4f903890,False,False,False,111.08905062627215,42.60318785832473,opponent,non-actor,player,No,10
6996763,e5bbb864-3d34-4039-b702-721e4f903890,True,False,False,111.09805040027061,40.99749484482297,teammate,non-actor,player,No,10
6996764,e5bbb864-3d34-4039-b702-721e4f903890,True,False,False,111.72442744188606,32.477476276568694,teammate,non-actor,player,No,10
6996765,e5bbb864-3d34-4039-b702-721e4f903890,True,False,False,111.83883069213226,34.403467320307385,teammate,non-actor,player,No,10
6996766,e5bbb864-3d34-4039-b702-721e4f903890,True,False,False,112.03215300975137,36.67125137664067,teammate,non-actor,player,No,10
6996767,e5bbb864-3d34-4039-b702-721e4f903890,False,False,False,112.04025856616349,41.83888890044072,opponent,non-actor,player,No,10
6996768,e5bbb864-3d34-4039-b702-721e4f903890,False,False,False,112.43560320914374,36.5933860215619,opponent,non-actor,player,No,10
6996769,e5bbb864-3d34-4039-b702-721e4f903890,False,False,False,112.48119082930415,34.718439652989474,opponent,non-actor,player,No,10
6996770,e5bbb864-3d34-4039-b702-721e4f903890,False,False,False,113.11228688891913,41.72758807986119,opponent,non-actor,player,No,10
6996771,e5bbb864-3d34-4039-b702-721e4f903890,True,True,False,113.4000015258789,41.099998474121094,teammate,actor,player,No,30
6996772,e5bbb864-3d34-4039-b702-721e4f903890,False,False,False,113.737658665017,45.16322067120488,opponent,non-actor,player,No,10
6996773,e5bbb864-3d34-4039-b702-721e4f903890,False,False,True,117.7590114707937,37.89994718008991,opponent,non-actor,keeper,No,10
6996774,e5bbb864-3d34-4039-b702-721e4f903890,True,False,False,118.51194936409628,75.96121275764061,teammate,non-actor,player,No,10
6998890,898105d2-0ea7-40c9-85ed-be4e26c1cdeb,True,False,False,98.58932371440511,43.37377812811914,teammate,non-actor,player,No,10
6998891,898105d2-0ea7-40c9-85ed-be4e26c1cdeb,False,False,False,105.4285739431256,46.3542212125258,opponent,non-actor,player,No,10
6998892,898105d2-0ea7-40c9-85ed-be4e26c1cdeb,True,False,False,106.97063549351066,55.599107903968466,teammate,non-actor,player,No,10
6998893,898105d2-0ea7-40c9-85ed-be4e26c1cdeb,False,False,False,108.37376438614162,56.86047251639286,opponent,non-actor,player,No,10
6998894,898105d2-0ea7-40c9-85ed-be4e26c1cdeb,True,True,False,108.4000015258789,37.099998474121094,teammate,actor,player,No,30
6998895,898105d2-0ea7-40c9-85ed-be4e26c1cdeb,True,False,False,108.74464417020138,15.740241767594952,teammate,non-actor,player,No,10
6998896,898105d2-0ea7-40c9-85ed-be4e26c1cdeb,False,False,False,111.16455252311437,43.66299912305661,opponent,non-actor,player,No,10
6998897,898105d2-0ea7-40c9-85ed-be4e26c1cdeb,True,False,False,112.20075309000589,38.41141048910728,teammate,non-actor,player,No,10
6998898,898105d2-0ea7-40c9-85ed-be4e26c1cdeb,True,False,False,112.36950185619936,34.16559539033444,teammate,non-actor,player,No,10
6998899,898105d2-0ea7-40c9-85ed-be4e26c1cdeb,False,False,False,112.9324821927017,34.54850130935832,opponent,non-actor,player,No,10
6998900,898105d2-0ea7-40c9-85ed-be4e26c1cdeb,False,False,False,113.37877872160645,44.95384835749938,opponent,non-actor,player,No,10
6998901,898105d2-0ea7-40c9-85ed-be4e26c1cdeb,False,False,False,113.59711564988784,40.71002663852087,opponent,non-actor,player,No,10
6998902,898105d2-0ea7-40c9-85ed-be4e26c1cdeb,False,False,False,114.49145016650024,39.100948524843055,opponent,non-actor,player,No,10
6998903,898105d2-0ea7-40c9-85ed-be4e26c1cdeb,True,False,False,114.93249523222822,39.08279435533443,teammate,non-actor,player,No,10
6998904,898105d2-0ea7-40c9-85ed-be4e26c1cdeb,False,False,False,115.41298651758022,47.6333475036582,opponent,non-actor,player,No,10
6998905,898105d2-0ea7-40c9-85ed-be4e26c1cdeb,False,False,False,115.78231610838576,44.39203355602707,opponent,non-actor,player,No,10
6998906,898105d2-0ea7-40c9-85ed-be4e26c1cdeb,True,False,False,115.84020949875517,41.811356323041494,teammate,non-actor,player,No,10
6998907,898105d2-0ea7-40c9-85ed-be4e26c1cdeb,False,False,False,116.05695979575323,59.32265758678071,opponent,non-actor,player,No,10
6998908,898105d2-0ea7-40c9-85ed-be4e26c1cdeb,True,False,False,117.98449695268033,63.318284257587166,teammate,non-actor,player,No,10
6998909,898105d2-0ea7-40c9-85ed-be4e26c1cdeb,False,False,True,118.98608000053507,40.284130687962886,opponent,non-actor,keeper,No,10
7001474,4e8b8027-f432-4e47-9ad7-19c162d1a608,True,False,False,99.1558770864574,39.54304702238677,teammate,non-actor,player,No,10
7001475,4e8b8027-f432-4e47-9ad7-19c162d1a608,True,False,False,101.19293696477371,34.84247644286774,teammate,non-actor,player,No,10
7001476,4e8b8027-f432-4e47-9ad7-19c162d1a608,True,False,False,102.44141049353001,48.52433117102304,teammate,non-actor,player,No,10
7001477,4e8b8027-f432-4e47-9ad7-19c162d1a608,False,False,False,104.7284087325481,35.0372646952539,opponent,non-actor,player,No,10
7001478,4e8b8027-f432-4e47-9ad7-19c162d1a608,True,False,False,109.69269912194325,9.87145403184136,teammate,non-actor,player,No,10
7001479,4e8b8027-f432-4e47-9ad7-19c162d1a608,True,False,False,109.85287787245421,45.83960530008337,teammate,non-actor,player,No,10
7001480,4e8b8027-f432-4e47-9ad7-19c162d1a608,False,False,False,110.28358439091303,22.372081161415302,opponent,non-actor,player,No,10
7001481,4e8b8027-f432-4e47-9ad7-19c162d1a608,False,False,False,111.61545380846847,44.18693542514115,opponent,non-actor,player,No,10
7001482,4e8b8027-f432-4e47-9ad7-19c162d1a608,True,False,False,111.98522133335733,42.2193910526649,teammate,non-actor,player,No,10
7001483,4e8b8027-f432-4e47-9ad7-19c162d1a608,True,True,False,112.5,39.599998474121094,teammate,actor,player,No,30
7001484,4e8b8027-f432-4e47-9ad7-19c162d1a608,False,False,False,112.55500624009966,42.28181828836034,opponent,non-actor,player,No,10
7001485,4e8b8027-f432-4e47-9ad7-19c162d1a608,False,False,False,113.63475800780371,45.848653800797464,opponent,non-actor,player,No,10
7001486,4e8b8027-f432-4e47-9ad7-19c162d1a608,False,False,False,114.53244054350827,43.353058318771545,opponent,non-actor,player,No,10
7001487,4e8b8027-f432-4e47-9ad7-19c162d1a608,True,False,False,115.61160782673417,7.254123526282264,teammate,non-actor,player,No,10
7001488,4e8b8027-f432-4e47-9ad7-19c162d1a608,False,False,False,115.94426360134563,31.09124191947768,opponent,non-actor,player,No,10
7001489,4e8b8027-f432-4e47-9ad7-19c162d1a608,True,False,False,116.70486167384394,31.220567577377757,teammate,non-actor,player,No,10
7001490,4e8b8027-f432-4e47-9ad7-19c162d1a608,False,False,False,117.31660775185227,34.75546445426637,opponent,non-actor,player,No,10
7001491,4e8b8027-f432-4e47-9ad7-19c162d1a608,False,False,False,119.47370464700751,9.203087334050927,opponent,non-actor,player,No,10
7001492,4e8b8027-f432-4e47-9ad7-19c162d1a608,False,False,True,120.14265483881908,38.83945278340179,opponent,non-actor,keeper,No,10
7003597,8938a5e6-fd30-424d-a16c-ec85bf7cba9c,True,False,False,100.55504030095727,62.48067449329568,teammate,non-actor,player,No,10
7003598,8938a5e6-fd30-424d-a16c-ec85bf7cba9c,True,False,False,101.75637535716683,37.88999261280688,teammate,non-actor,player,No,10
7003599,8938a5e6-fd30-424d-a16c-ec85bf7cba9c,False,False,False,102.59204489489201,56.377723379437214,opponent,non-actor,player,No,10
7003600,8938a5e6-fd30-424d-a16c-ec85bf7cba9c,False,False,False,103.79906190802396,38.45572872534238,opponent,non-actor,player,No,10
7003601,8938a5e6-fd30-424d-a16c-ec85bf7cba9c,True,True,False,106.19999694824219,41.900001525878906,teammate,actor,player,No,30
7003602,8938a5e6-fd30-424d-a16c-ec85bf7cba9c,False,False,False,106.92595504688377,42.952105758524965,opponent,non-actor,player,No,10
7003603,8938a5e6-fd30-424d-a16c-ec85bf7cba9c,False,False,False,108.26912775285888,43.23767058975136,opponent,non-actor,player,No,10
7003604,8938a5e6-fd30-424d-a16c-ec85bf7cba9c,True,False,False,109.39366582817848,34.228439555443664,teammate,non-actor,player,No,10
