,event_uuid,teammate,actor,keeper,location_x,location_y,teammate_category,actor_category,keeper_category,goal,marker_size
6815,ca18ba8a-13ce-4287-aa81-0b02a0e2e4df,False,False,False,95.25114749490662,43.11360248583345,opponent,non-actor,player,No,10
6816,ca18ba8a-13ce-4287-aa81-0b02a0e2e4df,False,False,False,98.21791179922914,28.00216044923384,opponent,non-actor,player,No,10
6817,ca18ba8a-13ce-4287-aa81-0b02a0e2e4df,True,False,False,101.8214811312125,38.90579392913076,teammate,non-actor,player,No,10
6818,ca18ba8a-13ce-4287-aa81-0b02a0e2e4df,False,False,False,106.77798346371873,36.50824429389463,opponent,non-actor,player,No,10
6819,ca18ba8a-13ce-4287-aa81-0b02a0e2e4df,False,False,False,107.24479131976261,41.11692588733027,opponent,non-actor,player,No,10
6820,ca18ba8a-13ce-4287-aa81-0b02a0e2e4df,True,True,False,107.5,43.599998474121094,teammate,actor,player,No,30
6821,ca18ba8a-13ce-4287-aa81-0b02a0e2e4df,False,False,False,108.70446264431388,43.64629961098213,opponent,non-actor,player,No,10
6822,ca18ba8a-13ce-4287-aa81-0b02a0e2e4df,False,False,True,115.86291803029962,41.22064642353021,opponent,non-actor,keeper,No,10
6843,adfec41f-46d2-464b-bcc0-34536c08fa70,True,False,False,106.11336727139422,40.28123289659117,teammate,non-actor,player,No,10
6844,adfec41f-46d2-464b-bcc0-34536c08fa70,False,False,False,111.88888319525148,41.354569070577035,opponent,non-actor,player,No,10
6845,adfec41f-46d2-464b-bcc0-34536c08fa70,False,False,False,114.098471079968,36.512342901359915,opponent,non-actor,player,No,10
6846,adfec41f-46d2-464b-bcc0-34536c08fa70,True,True,False,114.80000305175781,36.29999923706055,teammate,actor,player,No,30
6847,adfec41f-46d2-464b-bcc0-34536c08fa70,False,False,False,115.41802681935178,36.82022127688037,opponent,non-actor,player,No,10
6848,adfec41f-46d2-464b-bcc0-34536c08fa70,False,False,True,116.22012965211584,39.60423184682148,opponent,non-actor,keeper,No,10
6966,7250686d-dbef-4aca-a296-1f48215491f6,True,False,False,96.93286696572822,40.74739481382917,teammate,non-actor,player,No,10
6967,7250686d-dbef-4aca-a296-1f48215491f6,True,False,False,97.80257497557258,64.48664374660648,teammate,non-actor,player,No,10
6968,7250686d-dbef-4aca-a296-1f48215491f6,False,False,False,98.36808652756051,57.449409666330574,opponent,non-actor,player,No,10
6969,7250686d-dbef-4aca-a296-1f48215491f6,False,False,False,101.97553642805225,46.63983865220477,opponent,non-actor,player,No,10
6970,7250686d-dbef-4aca-a296-1f48215491f6,True,True,False,102.30000305175781,54.900001525878906,teammate,actor,player,No,30
6971,7250686d-dbef-4aca-a296-1f48215491f6,False,False,False,103.52558744650975,55.40173285792757,opponent,non-actor,player,No,10
6972,7250686d-dbef-4aca-a296-1f48215491f6,True,False,False,106.19153149604021,29.224993958984804,teammate,non-actor,player,No,10
6973,7250686d-dbef-4aca-a296-1f48215491f6,False,False,False,107.18650671649833,45.97899545174876,opponent,non-actor,player,No,10
6974,7250686d-dbef-4aca-a296-1f48215491f6,False,False,False,107.46799716159946,31.63796040720875,opponent,non-actor,player,No,10
6975,7250686d-dbef-4aca-a296-1f48215491f6,True,False,False,108.69388358818483,35.703767119837536,teammate,non-actor,player,No,10
6976,7250686d-dbef-4aca-a296-1f48215491f6,True,False,False,109.16756750115528,37.225999223273206,teammate,non-actor,player,No,10
6977,7250686d-dbef-4aca-a296-1f48215491f6,False,False,False,110.2669129761965,46.71799326398023,opponent,non-actor,player,No,10
6978,7250686d-dbef-4aca-a296-1f48215491f6,False,False,False,110.73691131917175,35.292920411016354,opponent,non-actor,player,No,10
6979,7250686d-dbef-4aca-a296-1f48215491f6,False,False,False,111.8698884945538,40.04621624403703,opponent,non-actor,player,No,10
6980,7250686d-dbef-4aca-a296-1f48215491f6,False,False,True,117.30216316175262,42.38717465746695,opponent,non-actor,keeper,No,10
21491,0e97cf2e-cd99-49a2-873d-df68f9eb9f3e,True,False,False,83.20580707309296,33.66004584635604,teammate,non-actor,player,No,10
21492,0e97cf2e-cd99-49a2-873d-df68f9eb9f3e,True,False,False,90.17993674714602,43.61439638483344,teammate,non-actor,player,No,10
21493,0e97cf2e-cd99-49a2-873d-df68f9eb9f3e,True,False,False,90.20440798009152,52.56758073403274,teammate,non-actor,player,No,10
21494,0e97cf2e-cd99-49a2-873d-df68f9eb9f3e,False,False,False,90.71232565125904,52.83543203250686,opponent,non-actor,player,No,10
21495,0e97cf2e-cd99-49a2-873d-df68f9eb9f3e,False,False,False,93.84803496532507,41.35140770137982,opponent,non-actor,player,No,10
21496,0e97cf2e-cd99-49a2-873d-df68f9eb9f3e,True,False,False,94.64906459072854,46.50569079754261,teammate,non-actor,player,No,10
21497,0e97cf2e-cd99-49a2-873d-df68f9eb9f3e,True,True,False,96.5999984741211,42.0,teammate,actor,player,No,30
21498,0e97cf2e-cd99-49a2-873d-df68f9eb9f3e,False,False,False,96.80809444968659,45.48804027563247,opponent,non-actor,player,No,10
21499,0e97cf2e-cd99-49a2-873d-df68f9eb9f3e,False,False,False,98.82675290892989,30.758646060824297,opponent,non-actor,player,No,10
21500,0e97cf2e-cd99-49a2-873d-df68f9eb9f3e,True,False,False,99.74711038032281,36.1308036639717,teammate,non-actor,player,No,10
21501,0e97cf2e-cd99-49a2-873d-df68f9eb9f3e,True,False,False,100.95194556454271,54.9707773374033,teammate,non-actor,player,No,10
21502,0e97cf2e-cd99-49a2-873d-df68f9eb9f3e,False,False,False,101.42609726619183,45.148685045831826,opponent,non-actor,player,No,10
21503,0e97cf2e-cd99-49a2-873d-df68f9eb9f3e,False,False,False,101.92646584982813,52.225027428511225,opponent,non-actor,player,No,10
21504,0e97cf2e-cd99-49a2-873d-df68f9eb9f3e,False,False,False,101.9437364712377,37.815813156431915,opponent,non-actor,player,No,10
21505,0e97cf2e-cd99-49a2-873d-df68f9eb9f3e,False,False,False,102.11179806559868,48.4862050401905,opponent,non-actor,player,No,10
21506,0e97cf2e-cd99-49a2-873d-df68f9eb9f3e,False,False,False,102.36711372002317,41.99624574662607,opponent,non-actor,player,No,10
51272,5872c272-7ed0-4fc9-93dd-6c8ec9058c8f,True,False,False,99.95789884103147,29.084571876254557,teammate,non-actor,player,No,10
51273,5872c272-7ed0-4fc9-93dd-6c8ec9058c8f,False,False,False,103.01260229911523,42.61334763639421,opponent,non-actor,player,No,10
51274,5872c272-7ed0-4fc9-93dd-6c8ec9058c8f,True,False,False,107.0971525720085,35.996340566274355,teammate,non-actor,player,No,10
51275,5872c272-7ed0-4fc9-93dd-6c8ec9058c8f,True,False,False,112.21732225626303,45.594276178526925,teammate,non-actor,player,No,10
51276,5872c272-7ed0-4fc9-93dd-6c8ec9058c8f,True,False,False,112.72018549119454,36.71429154297366,teammate,non-actor,player,No,10
51277,5872c272-7ed0-4fc9-93dd-6c8ec9058c8f,True,True,False,112.9000015258789,46.20000076293945,teammate,actor,player,No,30
51278,5872c272-7ed0-4fc9-93dd-6c8ec9058c8f,False,False,False,112.91852909047276,45.117782648588985,opponent,non-actor,player,No,10
51279,5872c272-7ed0-4fc9-93dd-6c8ec9058c8f,False,False,False,113.29646855254862,39.08508995492575,opponent,non-actor,player,No,10
51280,5872c272-7ed0-4fc9-93dd-6c8ec9058c8f,False,False,False,113.79588834932488,43.63357525114176,opponent,non-actor,player,No,10
51281,5872c272-7ed0-4fc9-93dd-6c8ec9058c8f,False,False,False,113.89409051565428,46.504701279806646,opponent,non-actor,player,No,10
51282,5872c272-7ed0-4fc9-93dd-6c8ec9058c8f,True,False,False,114.26418659680522,48.39942932922886,teammate,non-actor,player,No,10
51283,5872c272-7ed0-4fc9-93dd-6c8ec9058c8f,False,False,False,114.44274792847976,48.13388041395481,opponent,non-actor,player,No,10
51284,5872c272-7ed0-4fc9-93dd-6c8ec9058c8f,False,False,False,114.69146166287277,38.12507465090471,opponent,non-actor,player,No,10
51285,5872c272-7ed0-4fc9-93dd-6c8ec9058c8f,False,False,False,114.82940608810883,48.54049569760621,opponent,non-actor,player,No,10
51286,5872c272-7ed0-4fc9-93dd-6c8ec9058c8f,True,False,False,116.83262810838616,76.97441515377004,teammate,non-actor,player,No,10
51287,5872c272-7ed0-4fc9-93dd-6c8ec9058c8f,False,False,True,117.97569582096938,41.501392802638776,opponent,non-actor,keeper,No,10
51288,5872c272-7ed0-4fc9-93dd-6c8ec9058c8f,False,False,False,118.08685001110047,44.17221002056624,opponent,non-actor,player,No,10
72001,00427415-1c16-40e8-8dcf-ac34dc859130,False,False,False,94.31118393159952,24.42757548586284,opponent,non-actor,player,No,10
72002,00427415-1c16-40e8-8dcf-ac34dc859130,True,False,False,96.72238178203682,33.87733525226839,teammate,non-actor,player,No,10
72003,00427415-1c16-40e8-8dcf-ac34dc859130,True,False,False,99.1591880176338,14.172354058860641,teammate,non-actor,player,No,10
72004,00427415-1c16-40e8-8dcf-ac34dc859130,False,False,False,105.46368042865262,39.079058767733265,opponent,non-actor,player,No,10
72005,00427415-1c16-40e8-8dcf-ac34dc859130,True,False,False,109.31530447717974,33.26788327420535,teammate,non-actor,player,No,10
72006,00427415-1c16-40e8-8dcf-ac34dc859130,True,True,False,109.5,51.5,teammate,actor,player,No,30
72007,00427415-1c16-40e8-8dcf-ac34dc859130,False,False,False,110.62285132431086,48.14990555345744,opponent,non-actor,player,No,10
72008,00427415-1c16-40e8-8dcf-ac34dc859130,True,False,False,113.46906678188455,46.73693776684777,teammate,non-actor,player,No,10
72009,00427415-1c16-40e8-8dcf-ac34dc859130,True,False,False,113.51874315660883,35.88918783639202,teammate,non-actor,player,No,10
72010,00427415-1c16-40e8-8dcf-ac34dc859130,False,False,False,113.77689665230074,47.8514662214626,opponent,non-actor,player,No,10
72011,00427415-1c16-40e8-8dcf-ac34dc859130,False,False,False,114.15569696863884,27.806831146918,opponent,non-actor,player,No,10
72012,00427415-1c16-40e8-8dcf-ac34dc859130,True,False,False,115.2168415268738,38.706421847961224,teammate,non-actor,player,No,10
72013,00427415-1c16-40e8-8dcf-ac34dc859130,False,False,False,115.28924422070568,33.86063407360066,opponent,non-actor,player,No,10
72014,00427415-1c16-40e8-8dcf-ac34dc859130,False,False,True,115.7688819767986,41.99352749503367,opponent,non-actor,keeper,No,10
72015,00427415-1c16-40e8-8dcf-ac34dc859130,False,False,False,116.19902846580592,23.143842204373627,opponent,non-actor,player,No,10
72016,00427415-1c16-40e8-8dcf-ac34dc859130,False,False,False,116.46377650303772,41.878115859137296,opponent,non-actor,player,No,10
72017,00427415-1c16-40e8-8dcf-ac34dc859130,False,False,False,118.26936226254193,37.030858468219655,opponent,non-actor,player,No,10
72018,00427415-1c16-40e8-8dcf-ac34dc859130,True,False,False,119.3228210670192,40.674299379829925,teammate,non-actor,player,No,10
72019,00427415-1c16-40e8-8dcf-ac34dc859130,False,False,False,119.58481037448766,38.14884398890258,opponent,non-actor,player,No,10
84243,9b41f91c-3c97-4609-80ca-74d6ae84eff9,False,False,False,99.25864040106987,29.311057624260293,opponent,non-actor,player,No,10
84244,9b41f91c-3c97-4609-80ca-74d6ae84eff9,True,False,False,101.87590953127628,51.417340089681225,teammate,non-actor,player,No,10
84245,9b41f91c-3c97-4609-80ca-74d6ae84eff9,False,False,False,107.20333110414482,20.29998214692159,opponent,non-actor,player,No,10
84246,9b41f91c-3c97-4609-80ca-74d6ae84eff9,True,False,False,109.13598364539864,34.23034188360821,teammate,non-actor,player,No,10
84247,9b41f91c-3c97-4609-80ca-74d6ae84eff9,True,False,False,110.41970547373231,33.5582941185623,teammate,non-actor,player,No,10
84248,9b41f91c-3c97-4609-80ca-74d6ae84eff9,False,False,False,111.01360844697388,42.04197455448481,opponent,non-actor,player,No,10
84249,9b41f91c-3c97-4609-80ca-74d6ae84eff9,True,False,False,111.1834433053962,35.57734921824821,teammate,non-actor,player,No,10
84250,9b41f91c-3c97-4609-80ca-74d6ae84eff9,False,False,False,111.49425420014416,31.72026086957655,opponent,non-actor,player,No,10
84251,9b41f91c-3c97-4609-80ca-74d6ae84eff9,True,False,False,112.56022298947988,33.4558491908866,teammate,non-actor,player,No,10
84252,9b41f91c-3c97-4609-80ca-74d6ae84eff9,True,True,False,113.69999694824219,42.70000076293945,teammate,actor,player,No,30
84253,9b41f91c-3c97-4609-80ca-74d6ae84eff9,False,False,False,113.77851382700909,38.384863483004345,opponent,non-actor,player,No,10
84254,9b41f91c-3c97-4609-80ca-74d6ae84eff9,False,False,False,113.88126638945238,33.40640315656819,opponent,non-actor,player,No,10
84255,9b41f91c-3c97-4609-80ca-74d6ae84eff9,False,False,False,114.1048084878197,35.394408262165264,opponent,non-actor,player,No,10
84256,9b41f91c-3c97-4609-80ca-74d6ae84eff9,False,False,False,114.76209816532995,33.61750973942714,opponent,non-actor,player,No,10
84257,9b41f91c-3c97-4609-80ca-74d6ae84eff9,False,False,False,114.79234932045772,42.05198081613697,opponent,non-actor,player,No,10
84258,9b41f91c-3c97-4609-80ca-74d6ae84eff9,True,False,False,114.87592854164095,3.680327838605329,teammate,non-actor,player,No,10
84259,9b41f91c-3c97-4609-80ca-74d6ae84eff9,False,False,False,115.0696633639879,40.66024779360274,opponent,non-actor,player,No,10
84260,9b41f91c-3c97-4609-80ca-74d6ae84eff9,False,False,True,117.92985224321706,40.94513278177548,opponent,non-actor,keeper,No,10
84396,bddffc77-1db2-47fe-880c-fe624a3aab61,False,False,False,102.78252987330708,31.0532433259531,opponent,non-actor,player,No,10
84397,bddffc77-1db2-47fe-880c-fe624a3aab61,True,False,False,103.977630032085,51.24415993556022,teammate,non-actor,player,No,10
84398,bddffc77-1db2-47fe-880c-fe624a3aab61,False,False,False,109.87518059094512,18.902212560361058,opponent,non-actor,player,No,10
84399,bddffc77-1db2-47fe-880c-fe624a3aab61,False,False,False,111.93983930955302,40.94724267381589,opponent,non-actor,player,No,10
84400,bddffc77-1db2-47fe-880c-fe624a3aab61,False,False,False,113.17963696047221,36.30289882718968,opponent,non-actor,player,No,10
84401,bddffc77-1db2-47fe-880c-fe624a3aab61,True,False,False,115.86107154342608,38.467100487597634,teammate,non-actor,player,No,10
84402,bddffc77-1db2-47fe-880c-fe624a3aab61,True,True,False,116.5999984741211,36.20000076293945,teammate,actor,player,No,30
84403,bddffc77-1db2-47fe-880c-fe624a3aab61,False,False,False,116.98689350501107,43.79317453468873,opponent,non-actor,player,No,10
84404,bddffc77-1db2-47fe-880c-fe624a3aab61,False,False,False,117.1200845102784,33.70631773101741,opponent,non-actor,player,No,10
84405,bddffc77-1db2-47fe-880c-fe624a3aab61,False,False,False,117.84109205527008,35.04575542663784,opponent,non-actor,player,No,10
84406,bddffc77-1db2-47fe-880c-fe624a3aab61,True,False,False,118.14486953975194,40.75701344640839,teammate,non-actor,player,No,10
84407,bddffc77-1db2-47fe-880c-fe624a3aab61,False,False,False,118.31926369860305,38.735321449296976,opponent,non-actor,player,No,10
84408,bddffc77-1db2-47fe-880c-fe624a3aab61,False,False,False,118.32063771438618,36.16123297483536,opponent,non-actor,player,No,10
84409,bddffc77-1db2-47fe-880c-fe624a3aab61,True,False,False,118.41400117875705,38.073122526585195,teammate,non-actor,player,No,10
84410,bddffc77-1db2-47fe-880c-fe624a3aab61,False,False,False,118.58587550585986,30.99061937557025,opponent,non-actor,player,No,10
84411,bddffc77-1db2-47fe-880c-fe624a3aab61,True,False,False,118.7184044208249,29.862303179554875,teammate,non-actor,player,No,10
84412,bddffc77-1db2-47fe-880c-fe624a3aab61,True,False,False,118.86387904985648,2.436110080425436,teammate,non-actor,player,No,10
84413,bddffc77-1db2-47fe-880c-fe624a3aab61,False,False,True,119.26329673169161,38.92979510655168,opponent,non-actor,keeper,No,10
99223,8ccf9beb-eb05-4c79-961e-6471d847ca3c,True,True,False,92.9000015258789,41.099998474121094,teammate,actor,player,No,30
99224,8ccf9beb-eb05-4c79-961e-6471d847ca3c,True,False,False,97.11968069949393,57.54012288111589,teammate,non-actor,player,No,10
99225,8ccf9beb-eb05-4c79-961e-6471d847ca3c,False,False,False,98.23686761936578,39.041759965204044,opponent,non-actor,player,No,10
99226,8ccf9beb-eb05-4c79-961e-6471d847ca3c,False,False,False,100.10114569223967,41.560846509521994,opponent,non-actor,player,No,10
99227,8ccf9beb-eb05-4c79-961e-6471d847ca3c,True,False,False,100.22025423715979,23.414999235927283,teammate,non-actor,player,No,10
99228,8ccf9beb-eb05-4c79-961e-6471d847ca3c,False,False,False,100.78755250924638,33.36270264347722,opponent,non-actor,player,No,10
99229,8ccf9beb-eb05-4c79-961e-6471d847ca3c,False,False,False,105.86173273788596,48.67641909348312,opponent,non-actor,player,No,10
99230,8ccf9beb-eb05-4c79-961e-6471d847ca3c,False,False,False,106.71203779621524,42.02286928876794,opponent,non-actor,player,No,10
99231,8ccf9beb-eb05-4c79-961e-6471d847ca3c,True,False,False,106.9379864769817,52.76411391071353,teammate,non-actor,player,No,10
99232,8ccf9beb-eb05-4c79-961e-6471d847ca3c,False,False,False,107.60324222922952,45.460271521780825,opponent,non-actor,player,No,10
99233,8ccf9beb-eb05-4c79-961e-6471d847ca3c,True,False,False,109.64413954467136,38.3171914774741,teammate,non-actor,player,No,10
99234,8ccf9beb-eb05-4c79-961e-6471d847ca3c,False,False,False,111.0309291908126,32.31753010209053,opponent,non-actor,player,No,10
99235,8ccf9beb-eb05-4c79-961e-6471d847ca3c,True,False,False,111.12070469295159,35.58922069342362,teammate,non-actor,player,No,10
99236,8ccf9beb-eb05-4c79-961e-6471d847ca3c,False,False,False,111.35575101989602,38.43818703930661,opponent,non-actor,player,No,10
99237,8ccf9beb-eb05-4c79-961e-6471d847ca3c,True,False,False,111.48679212440267,40.39823250595186,teammate,non-actor,player,No,10
99238,8ccf9beb-eb05-4c79-961e-6471d847ca3c,True,False,False,112.23408479155316,44.59155606803047,teammate,non-actor,player,No,10
99239,8ccf9beb-eb05-4c79-961e-6471d847ca3c,False,False,False,113.33481613659438,41.41682337377294,opponent,non-actor,player,No,10
99240,8ccf9beb-eb05-4c79-961e-6471d847ca3c,False,False,False,113.73003153629556,38.84153881872054,opponent,non-actor,player,No,10
99241,8ccf9beb-eb05-4c79-961e-6471d847ca3c,True,False,False,114.10353684496843,41.67638090935286,teammate,non-actor,player,No,10
99242,8ccf9beb-eb05-4c79-961e-6471d847ca3c,False,False,True,118.56158701024941,40.015610383287665,opponent,non-actor,keeper,No,10
106251,c93ce66f-c3df-4d3d-9993-5aca04efb316,True,False,False,99.61080697624206,42.3834618011181,teammate,non-actor,player,No,10
106252,c93ce66f-c3df-4d3d-9993-5aca04efb316,True,False,False,102.55881477528919,60.39958221051519,teammate,non-actor,player,No,10
106253,c93ce66f-c3df-4d3d-9993-5aca04efb316,False,False,False,102.95498134686105,42.386622454713866,opponent,non-actor,player,No,10
106254,c93ce66f-c3df-4d3d-9993-5aca04efb316,True,False,False,107.2886900940602,35.76064801738444,teammate,non-actor,player,No,10
106255,c93ce66f-c3df-4d3d-9993-5aca04efb316,False,False,False,109.9517222918814,57.18041247343241,opponent,non-actor,player,No,10
106256,c93ce66f-c3df-4d3d-9993-5aca04efb316,True,False,False,110.15765453554383,42.784191067435636,teammate,non-actor,player,No,10
106257,c93ce66f-c3df-4d3d-9993-5aca04efb316,False,False,False,111.09661640883792,36.59453866090357,opponent,non-actor,player,No,10
106258,c93ce66f-c3df-4d3d-9993-5aca04efb316,True,False,False,111.91678633174052,39.922071978713944,teammate,non-actor,player,No,10
106259,c93ce66f-c3df-4d3d-9993-5aca04efb316,True,False,False,112.23290751085665,31.262381220344537,teammate,non-actor,player,No,10
106260,c93ce66f-c3df-4d3d-9993-5aca04efb316,False,False,False,112.57052359999327,44.29062707401788,opponent,non-actor,player,No,10
106261,c93ce66f-c3df-4d3d-9993-5aca04efb316,False,False,False,112.78102633012261,40.831383950486845,opponent,non-actor,player,No,10
106262,c93ce66f-c3df-4d3d-9993-5aca04efb316,False,False,False,113.5404187420157,33.24645992680766,opponent,non-actor,player,No,10
106263,c93ce66f-c3df-4d3d-9993-5aca04efb316,True,False,False,114.13343257259007,42.717023541246704,teammate,non-actor,player,No,10
106264,c93ce66f-c3df-4d3d-9993-5aca04efb316,False,False,False,115.48439311750124,40.638005039167396,opponent,non-actor,player,No,10
106265,c93ce66f-c3df-4d3d-9993-5aca04efb316,False,False,False,115.93812583834153,38.56575892790845,opponent,non-actor,player,No,10
106266,c93ce66f-c3df-4d3d-9993-5aca04efb316,True,True,False,116.19999694824219,47.099998474121094,teammate,actor,player,No,30
106267,c93ce66f-c3df-4d3d-9993-5aca04efb316,False,False,False,116.59584965035317,47.79050982119258,opponent,non-actor,player,No,10
106268,c93ce66f-c3df-4d3d-9993-5aca04efb316,False,False,False,117.27643810120904,43.6553722705937,opponent,non-actor,player,No,10
106269,c93ce66f-c3df-4d3d-9993-5aca04efb316,False,False,True,119.30439309798268,40.6316011358342,opponent,non-actor,keeper,No,10
110591,0eedc56a-b638-45be-9bed-a6033901fd7e,True,False,False,93.98151171262955,44.35962475202058,teammate,non-actor,player,No,10
110592,0eedc56a-b638-45be-9bed-a6033901fd7e,False,False,False,100.75066252255472,24.227984232252574,opponent,non-actor,player,No,10
110593,0eedc56a-b638-45be-9bed-a6033901fd7e,True,False,False,102.60007418879312,13.459969312937424,teammate,non-actor,player,No,10
110594,0eedc56a-b638-45be-9bed-a6033901fd7e,True,False,False,104.49851180451373,52.31107950750379,teammate,non-actor,player,No,10
110595,0eedc56a-b638-45be-9bed-a6033901fd7e,True,True,False,105.80000305175781,37.79999923706055,teammate,actor,player,No,30
110596,0eedc56a-b638-45be-9bed-a6033901fd7e,False,False,False,106.86163034550995,37.05515092549237,opponent,non-actor,player,No,10
110597,0eedc56a-b638-45be-9bed-a6033901fd7e,True,False,False,106.93610469930783,35.56795844521079,teammate,non-actor,player,No,10
110598,0eedc56a-b638-45be-9bed-a6033901fd7e,False,False,False,107.0326346206817,45.90402331850298,opponent,non-actor,player,No,10
110599,0eedc56a-b638-45be-9bed-a6033901fd7e,False,False,False,108.01072895720908,34.981848465320205,opponent,non-actor,player,No,10
110600,0eedc56a-b638-45be-9bed-a6033901fd7e,True,False,False,108.69184070276819,45.31565575589535,teammate,non-actor,player,No,10
110601,0eedc56a-b638-45be-9bed-a6033901fd7e,False,False,False,109.37735447215586,37.97144616137789,opponent,non-actor,player,No,10
110602,0eedc56a-b638-45be-9bed-a6033901fd7e,False,False,False,109.91826350955571,44.71527923068014,opponent,non-actor,player,No,10
110603,0eedc56a-b638-45be-9bed-a6033901fd7e,False,False,False,110.07667183875272,39.93981084264658,opponent,non-actor,player,No,10
110604,0eedc56a-b638-45be-9bed-a6033901fd7e,True,False,False,110.2707605983376,40.73368589259222,teammate,non-actor,player,No,10
110605,0eedc56a-b638-45be-9bed-a6033901fd7e,False,False,False,110.35561872653449,41.470736811640926,opponent,non-actor,player,No,10
110606,0eedc56a-b638-45be-9bed-a6033901fd7e,True,False,False,110.8010975491441,35.31115460764404,teammate,non-actor,player,No,10
110607,0eedc56a-b638-45be-9bed-a6033901fd7e,False,False,True,116.90515343741214,40.07023011157761,opponent,non-actor,keeper,No,10
119063,05978612-000f-49ca-b888-f6b9a4154fea,True,False,False,90.00516346607013,45.378834425964,teammate,non-actor,player,No,10
119064,05978612-000f-49ca-b888-f6b9a4154fea,True,False,False,97.29174976671891,62.132947815760886,teammate,non-actor,player,No,10
119065,05978612-000f-49ca-b888-f6b9a4154fea,False,False,False,103.51798963243246,60.89367747259088,opponent,non-actor,player,No,10
119066,05978612-000f-49ca-b888-f6b9a4154fea,False,False,False,104.01713905646794,36.34204368153668,opponent,non-actor,player,No,10
119067,05978612-000f-49ca-b888-f6b9a4154fea,False,False,False,108.69117820481972,36.26989320179575,opponent,non-actor,player,No,10
119068,05978612-000f-49ca-b888-f6b9a4154fea,True,True,False,108.69999694824219,27.5,teammate,actor,player,No,30
119069,05978612-000f-49ca-b888-f6b9a4154fea,False,False,False,110.0764343497668,34.76589610534032,opponent,non-actor,player,No,10
119070,05978612-000f-49ca-b888-f6b9a4154fea,True,False,False,110.28955796468551,41.0113474580032,teammate,non-actor,player,No,10
119071,05978612-000f-49ca-b888-f6b9a4154fea,True,False,False,110.3999195399372,36.97078353229969,teammate,non-actor,player,No,10
119072,05978612-000f-49ca-b888-f6b9a4154fea,False,False,False,110.51297421129097,30.701988535348416,opponent,non-actor,player,No,10
119073,05978612-000f-49ca-b888-f6b9a4154fea,False,False,False,111.38774614521724,49.095786829557795,opponent,non-actor,player,No,10
119074,05978612-000f-49ca-b888-f6b9a4154fea,True,False,False,111.53302778011513,37.443178831727806,teammate,non-actor,player,No,10
119075,05978612-000f-49ca-b888-f6b9a4154fea,True,False,False,113.85462434918993,41.4215134359809,teammate,non-actor,player,No,10
119076,05978612-000f-49ca-b888-f6b9a4154fea,False,False,False,114.39232445630951,34.97176812501708,opponent,non-actor,player,No,10
119077,05978612-000f-49ca-b888-f6b9a4154fea,True,False,False,114.77616356764072,46.53726425226225,teammate,non-actor,player,No,10
119078,05978612-000f-49ca-b888-f6b9a4154fea,False,False,False,115.2549481759063,36.2482484786468,opponent,non-actor,player,No,10
119079,05978612-000f-49ca-b888-f6b9a4154fea,False,False,True,117.27891255212435,37.31302892440317,opponent,non-actor,keeper,No,10
119080,05978612-000f-49ca-b888-f6b9a4154fea,False,False,False,117.54898613390257,42.79199410632512,opponent,non-actor,player,No,10
173293,0f84f910-4214-4231-9ca2-3a1385dc5e7f,True,False,False,94.56378875006712,45.742554251213214,teammate,non-actor,player,No,10
173294,0f84f910-4214-4231-9ca2-3a1385dc5e7f,False,False,False,98.36074098971159,44.412410958603374,opponent,non-actor,player,No,10
173295,0f84f910-4214-4231-9ca2-3a1385dc5e7f,True,False,False,105.14553050769166,41.260816081890496,teammate,non-actor,player,No,10
173296,0f84f910-4214-4231-9ca2-3a1385dc5e7f,False,False,False,114.42113119189472,29.755318206638986,opponent,non-actor,player,No,10
173297,0f84f910-4214-4231-9ca2-3a1385dc5e7f,False,False,False,116.22458731075594,38.95301046659819,opponent,non-actor,player,No,10
173298,0f84f910-4214-4231-9ca2-3a1385dc5e7f,True,False,False,116.64965022834924,35.76363816686153,teammate,non-actor,player,No,10
173299,0f84f910-4214-4231-9ca2-3a1385dc5e7f,False,False,False,116.98377558949471,43.82009843913904,opponent,non-actor,player,No,10
173300,0f84f910-4214-4231-9ca2-3a1385dc5e7f,False,False,False,117.03288903140793,35.15029145756417,opponent,non-actor,player,No,10
173301,0f84f910-4214-4231-9ca2-3a1385dc5e7f,False,False,False,117.04180712983245,40.55141199716527,opponent,non-actor,player,No,10
173302,0f84f910-4214-4231-9ca2-3a1385dc5e7f,True,False,False,117.43290682112514,39.1151953187089,teammate,non-actor,player,No,10
173303,0f84f910-4214-4231-9ca2-3a1385dc5e7f,False,False,False,117.89375409254345,38.081379083912026,opponent,non-actor,player,No,10
173304,0f84f910-4214-4231-9ca2-3a1385dc5e7f,False,False,False,118.06892482658357,44.45972797425134,opponent,non-actor,player,No,10
173305,0f84f910-4214-4231-9ca2-3a1385dc5e7f,True,True,False,118.5,41.099998474121094,teammate,actor,player,No,30
173306,0f84f910-4214-4231-9ca2-3a1385dc5e7f,False,False,False,118.93284559824107,41.41623464007518,opponent,non-actor,player,No,10
173307,0f84f910-4214-4231-9ca2-3a1385dc5e7f,False,False,False,119.14464218316033,40.297687422465415,opponent,non-actor,player,No,10
177379,cec6d680-7943-44c9-94eb-253e21142988,True,False,False,95.107253800877,44.725054531961355,teammate,non-actor,player,No,10
177380,cec6d680-7943-44c9-94eb-253e21142988,True,False,False,96.17213893414245,17.768663668453943,teammate,non-actor,player,No,10
